id,title,PY,wc__oecd,wosarticle__di,prediction,DOI,word,continent
3594936,Concerns about climate change among rural residents in Australia,2020.0,,10.1016/j.jrurstud.2020.01.010,0.5236324926804492,[link](https://dx.doi.org/10.1016/j.jrurstud.2020.01.010),"New South Wales, Australia",Oceania
1289423,Air Quality in the Sydney Metropolitan Region during the 2013 Blue Mountains Wildfire,2018.0,Natural Sciences,10.4209/aaqr.2017.10.0427,0.5173888677224481,[link](https://dx.doi.org/10.4209/aaqr.2017.10.0427),"Sydney, Australia, New South Wales",Oceania
2353338,"Effects of Extreme Temperatures on Mortality and Hospitalization in Ho Chi Minh City, Vietnam",2019.0,,10.3390/ijerph16030432,0.9779757890681028,[link](https://dx.doi.org/10.3390/ijerph16030432),"Ho Chi Minh City, Vietnam",Asia
3468035,Variation of Air Pollutant (Particulate Matter-PM10) in Peninsular Malaysia Study in the southwest coast of peninsular Malaysia,2015.0,,,0.5938540463287162,,Malaysia,Asia
3446110,Respiratory syncytial virus a and b display different temporal patterns in a 4-year prospective cross-sectional study among children with acute respiratory infection in a tropical city,2016.0,,10.1097/MD.0000000000005142,0.4195311185026176,[link](https://dx.doi.org/10.1097/MD.0000000000005142),"Salvador, Brazil",South America
770350,"A Geographical Analysis of Emergency Medical Service Calls and Extreme Heat in King County, WA, USA (2007-2012)",2017.0,Natural Sciences,10.3390/ijerph14080937,0.7328448674259241,[link](https://dx.doi.org/10.3390/ijerph14080937),"King, USA",North America
3422081,Effect of Hurricane Sandy on Long Island Emergency Departments Visits,2016.0,,10.1017/dmp.2015.189,0.8763497581832819,[link](https://dx.doi.org/10.1017/dmp.2015.189),"Suffolk, Nassau",North America
3536179,Mapping Heat Stress Vulnerability and Risk Assessment at the Neighborhood Scale to Drive Urban Adaptation Planning,2020.0,,10.3390/su12031056,0.3914464904099931,[link](https://dx.doi.org/10.3390/su12031056),"Padova, Italy",Europe
3439978,"Malaria prevalence and incidence in an isolated, meso-endemic area of Mozambique",2015.0,,10.7717/peerj.1370,0.3925369662661781,[link](https://dx.doi.org/10.7717/peerj.1370),Mozambique,Africa
588520,Organic production systems: Sustainability assessment of rice in Italy,2016.0,Agricultural Sciences,10.1016/j.agee.2016.03.046,1.0,[link](https://dx.doi.org/10.1016/j.agee.2016.03.046),Lomellina,Europe
2589421,The influence that different urban development models has on PM2.5 elemental and bioaccessible profiles,2019.0,Natural Sciences,10.1038/s41598-019-51340-4,0.3789303070996625,[link](https://dx.doi.org/10.1038/s41598-019-51340-4),"Curitiba, Manaus",South America
3400221,A Physically Based PM2.5 Estimation Method Using AERONET Data in Beijing Area,2018.0,,10.1109/JSTARS.2018.2817243,0.5864934570470693,[link](https://dx.doi.org/10.1109/JSTARS.2018.2817243),Beijing,Asia
52877,Particulate air pollution from wildfires in the Western US under climate change,2016.0,Natural Sciences,10.1007/s10584-016-1762-6,1.0,[link](https://dx.doi.org/10.1007/s10584-016-1762-6),"Northern California, Western Oregon",North America
3731399,"Study loading capacties of air pollutant emissions for developing countries: a case of Ho Chi Minh City, Vietnam",2020.0,,10.1038/s41598-020-62053-4,0.7858267298375493,[link](https://dx.doi.org/10.1038/s41598-020-62053-4),"Ho Chi Minh City, HCMC, Vietnam",Asia
737391,Role of renewable energy technologies in rural communities' adaptation to climate change in Nepal,2014.0,Engineering and Technology,10.1016/j.renene.2014.03.003,0.5381679957633266,[link](https://dx.doi.org/10.1016/j.renene.2014.03.003),Nepal,Asia
3361776,"Temperature as a risk factor of emergency department visits for acute kidney injury: a case-crossover study in Seoul, South Korea",2019.0,,10.1186/s12940-019-0491-5,0.6271565299147113,[link](https://dx.doi.org/10.1186/s12940-019-0491-5),"Seoul, South Korea",Asia
3687658,Seasonal dynamics of airborne pollen in Beijing Urban Area,2013.0,,10.5846/stxb201204100502,0.3768585948044418,[link](https://dx.doi.org/10.5846/stxb201204100502),Beijing,Asia
1294867,"Reduction of malaria prevalence after introduction of artemisinin-combination-therapy in Mbeya Region, Tanzania: results from a cohort study with 6773 participants",2018.0,Medical and Health Sciences,10.1186/s12936-018-2389-z,0.3699628156049494,[link](https://dx.doi.org/10.1186/s12936-018-2389-z),"Mbeya, Tanzania",Africa
3464798,"Melioidosis in the Torres Strait Islands, Australia: Exquisite Interplay between Pathogen, Host, and Environment",2019.0,,10.4269/ajtmh.18-0806,1.0,[link](https://dx.doi.org/10.4269/ajtmh.18-0806),Australia,Oceania
3414255,"Climate change, drought and rural communities: Understanding people's perceptions and adaptations in rural eastern India",2020.0,,10.1016/j.ijdrr.2019.101436,0.4792152711818831,[link](https://dx.doi.org/10.1016/j.ijdrr.2019.101436),India,Asia
3420896,Exposure to ambient bioaerosols is associated with allergic skin diseases in Greater Taipei residents,2016.0,,10.1016/j.envpol.2016.06.057,0.8397061098117494,[link](https://dx.doi.org/10.1016/j.envpol.2016.06.057),"Xinzhuang, Banqiao",Asia
3468743,"Modelling the Contributions of Malaria, HIV, Malnutrition and Rainfall to the Decline in Paediatric Invasive Non-typhoidal Salmonella Disease in Malawi",2015.0,,10.1371/journal.pntd.0003979,0.599758773614364,[link](https://dx.doi.org/10.1371/journal.pntd.0003979),"Kenya, Gambia, Malawi, Blantyre",Africa
3424144,"Ambient air pollution of particles and gas pollutants, and the predicted health risks from long-term exposure to PM2.5 in Zhejiang province, China",2018.0,,10.1007/s11356-018-2420-5,0.9586723415878108,[link](https://dx.doi.org/10.1007/s11356-018-2420-5),"Zhejiang, China",Asia
3742587,An epidemiological study of prevalence of hypertension and pre-hypertension and its associated risk factors in a rural community: A home based screening,2018.0,,,0.5236478562440332,,"India, Salem",Asia
3502949,"Communicating air pollution-related health risks to the public: An application of the Air Quality Health Index in Shanghai, China",2013.0,,10.1016/j.envint.2012.11.008,0.9559025737013376,[link](https://dx.doi.org/10.1016/j.envint.2012.11.008),"Shanghai, China, Canada",Asia
768926,Seasonal variation in spontaneous intracerebral hemorrhage in northern Israel,2017.0,Natural Sciences,10.1080/07420528.2016.1278223,0.6278290592233929,[link](https://dx.doi.org/10.1080/07420528.2016.1278223),Israel,Asia
3637298,Determining the cutoff of rainfall for Plasmodium falciparum malaria outbreaks in India,2019.0,,10.1016/j.jiph.2019.11.017,0.7113236787870321,[link](https://dx.doi.org/10.1016/j.jiph.2019.11.017),India,Asia
1550500,"Thunderstorm asthma outbreak, a rare phenomenon in southwest Iran: patients' perspectives",2018.0,Natural Sciences,10.1007/s11356-018-3478-9,0.4811612968322663,[link](https://dx.doi.org/10.1007/s11356-018-3478-9),Iran,Asia
638445,Short-Term Effects of Summer Temperatures on Mortality in Portugal: A Time-Series Analysis,2013.0,Natural Sciences,10.1080/15287394.2013.771550,0.9495380037682036,[link](https://dx.doi.org/10.1080/15287394.2013.771550),"Portugal, Lisbon, Oporto",Europe
1424467,Impact of heat waves on mortality in Croatia,2014.0,Natural Sciences,10.1007/s00484-013-0706-3,0.672703007609171,[link](https://dx.doi.org/10.1007/s00484-013-0706-3),Croatia,Europe
819995,Interactions between global climate change strategies and local air pollution: lessons learnt from the expansion of the power sector in Brazil,2018.0,Natural Sciences,10.1007/s10584-018-2193-3,0.6581714393814408,[link](https://dx.doi.org/10.1007/s10584-018-2193-3),Brazil,South America
3441527,The impacts of economic restructuring and technology upgrade on air quality and human health in Beijing-Tianjin-Hebei region in China,2019.0,,10.1007/s11783-019-1155-y,0.5517484863822849,[link](https://dx.doi.org/10.1007/s11783-019-1155-y),"Beijing, Tianjin, Hebei, China",Asia
2140586,Assessing systemic and non-systemic transmission risk of tick-borne encephalitis virus in Hungary,2019.0,,10.1371/journal.pone.0217206,0.3543105330770493,[link](https://dx.doi.org/10.1371/journal.pone.0217206),"TBEV, Hungary",Asia
1524010,Estimating long-term PM2.5 concentrations in China using satellite-based aerosol optical depth and a chemical transport model,2015.0,Natural Sciences,10.1016/j.rse.2015.05.016,1.0,[link](https://dx.doi.org/10.1016/j.rse.2015.05.016),China,Asia
3286685,"Ship Emission Impacts on Air Quality and Human Health in the Pearl River Delta (PRD) Region, China, in 2015, With Projections to 2030",2019.0,,10.1029/2019GH000183,0.950263461442509,[link](https://dx.doi.org/10.1029/2019GH000183),China,Asia
1553318,The effects of climate factors on scabies. A 14-year population-based study in Taiwan,2016.0,Medical and Health Sciences,10.1051/parasite/2016065,0.5508219585590608,[link](https://dx.doi.org/10.1051/parasite/2016065),Taiwan,Asia
2642432,Air pollution-induced missed abortion risk for pregnancies,2019.0,Social Sciences,10.1038/s41893-019-0387-y,0.847105306620309,[link](https://dx.doi.org/10.1038/s41893-019-0387-y),"Beijing, China",Asia
3628857,"Epidemic Potential for Local Transmission of Zika Virus in 2015 and 2016 in Queensland, Australia.",2016.0,,10.1371/currents.outbreaks.73d82b08998c6d729c41ef6cdcc80176,0.5832586602683627,[link](https://dx.doi.org/10.1371/currents.outbreaks.73d82b08998c6d729c41ef6cdcc80176),"Queensland, Australia, Brisbane, Rockhampton, Cairns, Townsville",Oceania
3386105,"Characterizing the Effects of Extreme Cold Using Real-time Syndromic Surveillance, Ontario, Canada, 2010-2016",2017.0,,10.1177/0033354917708354,0.5793633968388814,[link](https://dx.doi.org/10.1177/0033354917708354),"Ontario, Canada",North America
541918,Assessment of heat-related mortality in Budapest from 2000 to 2010 by different indicators,2015.0,Natural Sciences,,0.9179277501112336,,Budapest,Europe
1509913,Spatial-temporal excess mortality patterns of the 1918-1919 influenza pandemic in Spain,2014.0,Medical and Health Sciences,10.1186/1471-2334-14-371,0.8266535464757135,[link](https://dx.doi.org/10.1186/1471-2334-14-371),"Spain, Canary, Balearic Islands, Jan-1918",Europe
3292573,"Ambient air pollution, temperature and kawasaki disease in Shanghai, China",2017.0,,10.1016/j.chemosphere.2017.08.054,0.9176015653056794,[link](https://dx.doi.org/10.1016/j.chemosphere.2017.08.054),"Shanghai, China",Asia
3627808,Temporal Trend of Aedes albopictus in Local Urban Parks of the Republic of Korea.,2020.0,,10.1093/jme/tjaa039,0.4633148841495124,[link](https://dx.doi.org/10.1093/jme/tjaa039),"Seoho, Kamimura",Asia
3627233,Research in occupational heat stress in India: Challenges and opportunities,2016.0,,10.4103/0019-5278.197522,0.5371395946330947,[link](https://dx.doi.org/10.4103/0019-5278.197522),India,Asia
3623097,Effects of methodological decisions on rainfall-related crash relative risk estimates.,2019.0,,10.1016/j.aap.2018.01.023,0.4019385276041688,[link](https://dx.doi.org/10.1016/j.aap.2018.01.023),"Arkansas, Illinois, Maryland, Minnesota, Ohio, Georgia",North America
3309859,Determinants of the persistence of malaria in Rwanda,2020.0,,10.1186/s12936-020-3117-z,0.7384721805837301,[link](https://dx.doi.org/10.1186/s12936-020-3117-z),Rwanda,Africa
3216778,"Socio-economic, infrastructural and health-related risk factors associated with adverse heat-health effects reportedly experienced during hot weather in South Africa",2019.0,,10.11604/pamj.2019.34.40.17569,0.9247570485085284,[link](https://dx.doi.org/10.11604/pamj.2019.34.40.17569),South Africa,Africa
3620248,Climatic factors influencing dengue incidence in an epidemic area of Nepal,2019.0,,10.1186/s13104-019-4185-4,0.8901096449839546,[link](https://dx.doi.org/10.1186/s13104-019-4185-4),"Nepal, Chitwan",Asia
3426020,"Polycyclic Aromatic Hydrocarbons (PAHs) Associated with PM2.5 in Guadalajara, Mexico: Environmental Levels, Health Risks and Possible Sources",2018.0,,10.3390/environments5050062,1.0,[link](https://dx.doi.org/10.3390/environments5050062),"Guadalajara, Mexico",North America
3459086,Is sudden death random or is it in the weather?,2013.0,,10.1007/s12024-012-9380-8,0.7102787348369336,[link](https://dx.doi.org/10.1007/s12024-012-9380-8),"Adelaide, South Australia",Oceania
160307,[Confronting the Health-Related Challenges of Climate Change: Nursing Education for the Future].,2016.0,,10.6224/JN.63.4.5,0.588444639906345,[link](https://dx.doi.org/10.6224/JN.63.4.5),Taiwan,Asia
3404695,"The burden of extreme heat and heatwave on emergency ambulance dispatches: A time-series study in Huainan, China",2016.0,,10.1016/j.scitotenv.2016.07.103,1.0,[link](https://dx.doi.org/10.1016/j.scitotenv.2016.07.103),"Huainan, China",Asia
731199,Predicting indoor heat exposure risk during extreme heat events,2014.0,Natural Sciences,10.1016/j.scitotenv.2014.05.039,0.6263649132298167,[link](https://dx.doi.org/10.1016/j.scitotenv.2014.05.039),"New York City, Paris",Europe
3627197,"Time-series analysis of particulate matter and daily hospital visits for coronary heart disease in Yinzhou district, Ningbo area",2016.0,,,0.9554046729190584,,"Yinzhou, Ningbo",Asia
3487346,Spatio-temporal patterns of air pollution in China from 2015 to 2018 and implications for health risks,2020.0,,10.1016/j.envpol.2019.113659,0.9439183369952422,[link](https://dx.doi.org/10.1016/j.envpol.2019.113659),"China, North China",Asia
2271834,Assessing the magnitude and uncertainties of the burden of selected diseases attributable to extreme heat and extreme precipitation under a climate change scenario in Michigan for the period 2041-2070,2019.0,Medical and Health Sciences,10.1186/s12940-019-0483-5,0.9195967240274022,[link](https://dx.doi.org/10.1186/s12940-019-0483-5),"Michigan, USA",North America
1024413,Impacts of Climate Change on Health and Wellbeing in South Africa,2018.0,Natural Sciences,10.3390/ijerph15091884,1.0,[link](https://dx.doi.org/10.3390/ijerph15091884),"South Africa, Western Cape",Africa
2273796,"Health, environmental and travel cost impacts of urban cycling in Dublin, Ireland",2019.0,Engineering and Technology,10.1680/jensu.17.00026,0.5239143610966469,[link](https://dx.doi.org/10.1680/jensu.17.00026),"Dublin, Ireland",Europe
2331777,Development of sooty moulds in mango orchards in relation to weather parameters and major sucking pests,2017.0,,10.22438/jeb/38/6/MRN-482,0.5499438180472567,[link](https://dx.doi.org/10.22438/jeb/38/6/MRN-482),Lucknow,Asia
520747,Adapting to climate change in California,2014.0,Social Sciences,10.1177/0096340214546839,0.3567020244414688,[link](https://dx.doi.org/10.1177/0096340214546839),California,North America
3473577,Seasonal size distribution and possible health implications of atmospheric aerosols collected from a rural site of eastern central India,2016.0,,10.1016/j.apr.2015.10.004,0.6983320270171807,[link](https://dx.doi.org/10.1016/j.apr.2015.10.004),"India, Mahanadi, Chhattisgarh",Asia
3627980,"Age patterns and transmission characteristics of hand, foot and mouth disease in China",2016.0,,10.1186/s12879-016-2008-y,0.6212207137728598,[link](https://dx.doi.org/10.1186/s12879-016-2008-y),"China, Tibet",Asia
301046,"Drinking Water Systems, Hydrology, and Childhood Gastrointestinal Illness in Central and Northern Wisconsin",2014.0,Medical and Health Sciences,10.2105/AJPH.2013.301659,0.4919555805068059,[link](https://dx.doi.org/10.2105/AJPH.2013.301659),Northern Wisconsin,North America
3750231,"Spatio-temporal patterns of scrub typhus in mainland China, 2006-2017",2019.0,,10.1371/journal.pntd.0007916,0.6441872517126515,[link](https://dx.doi.org/10.1371/journal.pntd.0007916),"China, Yunnan, Guangdong, Guangxi, Fujian, Anhui",Asia
796855,"The association between consecutive days' heat wave and cardiovascular disease mortality in Beijing, China",2017.0,Medical and Health Sciences,10.1186/s12889-017-4129-7,0.7418617932417229,[link](https://dx.doi.org/10.1186/s12889-017-4129-7),Beijing,Asia
1296446,Spatiotemporal variation of hand-foot-mouth disease in relation to socioecological factors: A multiple-province analysis in Vietnam,2018.0,Natural Sciences,10.1016/j.scitotenv.2017.08.158,0.9368820849982528,[link](https://dx.doi.org/10.1016/j.scitotenv.2017.08.158),Vietnam,Asia
1487576,Improving retrievals of regional fine particulate matter concentrations from Moderate Resolution Imaging Spectroradiometer (MODIS) and Ozone Monitoring Instrument (OMI) multisatellite observations,2013.0,Engineering and Technology,10.1080/10962247.2013.822838,0.6594955512094326,[link](https://dx.doi.org/10.1080/10962247.2013.822838),"California, San Joaquin",North America
71322,[Vector transmitted diseases and climate changes in Europe].,2014.0,,,0.3559156814684734,,"Italy, Croatia, France, Germany",Europe
2508191,Perceived Service Need After Hurricane Sandy in a Representative Sample of Survivors: The Roles of Community-Level Damage and Individual-Level Stressors.,2016.0,,10.1017/dmp.2016.66,0.6243937614666516,[link](https://dx.doi.org/10.1017/dmp.2016.66),New York City,North America
753185,Climate Services to Improve Public Health,2014.0,Natural Sciences,10.3390/ijerph110504555,0.5135881693898373,[link](https://dx.doi.org/10.3390/ijerph110504555),"Montego Bay, Jamaica",North America
271911,"Zoonotic infections in Alaska: disease prevalence, potential impact of climate change and recommended actions for earlier disease detection, research, prevention and control",2013.0,Medical and Health Sciences,10.3402/ijch.v72i0.19562,0.3854581609081381,[link](https://dx.doi.org/10.3402/ijch.v72i0.19562),Alaska,North America
1288820,What can fuel price increases tell us about the air pollution health co-benefits of a carbon price?,2018.0,Medical and Health Sciences,10.1016/j.jth.2017.11.002,0.8981584974400372,[link](https://dx.doi.org/10.1016/j.jth.2017.11.002),New Zealand,Oceania
3637770,Correlation between change in air humidity and the incidence of stroke.,2013.0,,10.5455/msm.2013.25.242-245,0.7894824494531525,[link](https://dx.doi.org/10.5455/msm.2013.25.242-245),Sarajevo,Europe
2335680,Precipitation Increases the Occurrence of Sporadic Legionnaires' Disease in Taiwan,2014.0,,10.1371/journal.pone.0114337,0.9358616761646936,[link](https://dx.doi.org/10.1371/journal.pone.0114337),Taiwan,Asia
1531292,Emerging trends of malaria-dengue geographical coupling in the Southeast Asia region,2014.0,Medical and Health Sciences,,0.7664992158648648,,Maryland,North America
164104,Impacts of El Nino Southern Oscillation and Indian Ocean Dipole on dengue incidence in Bangladesh,2015.0,Natural Sciences,10.1038/srep16105,0.7347516475349256,[link](https://dx.doi.org/10.1038/srep16105),Bangladesh,Asia
3543689,Climate change and infectious disease research in Nepal: Are the available prerequisites supportive enough to researchers?,2020.0,,10.1016/j.actatropica.2020.105337,0.7250157499245874,[link](https://dx.doi.org/10.1016/j.actatropica.2020.105337),Nepal,Asia
2487078,"Associations of black carbon and PM2.5 with daily cardiovascular mortality in Beijing, China",2019.0,Natural Sciences,10.1016/j.atmosenv.2019.116876,0.8891365694940248,[link](https://dx.doi.org/10.1016/j.atmosenv.2019.116876),Beijing,Asia
395060,Characterizing the effect of summer temperature on heatstroke-related emergency ambulance dispatches in the Kanto area of Japan,2014.0,Natural Sciences,10.1007/s00484-013-0677-4,0.8709436132926426,[link](https://dx.doi.org/10.1007/s00484-013-0677-4),"Kanto, Japan, Saitama, Chiba, Tokyo, Yokohama",Asia
2514307,Predictors of personal exposure to black carbon among women in southern semi-rural Mozambique,2019.0,Natural Sciences,10.1016/j.envint.2019.104962,0.4851842569827568,[link](https://dx.doi.org/10.1016/j.envint.2019.104962),Mozambique,Africa
3298559,"The spatial heterogeneity of the associations between relative humidity and pediatric hand, foot and mouth disease: Evidence from a nation-wide multicity study from mainland China",2020.0,,10.1016/j.scitotenv.2019.136103,0.7963864971880691,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.136103),China,Asia
2378613,Climate Change-Induced Conflicts in Pakistan: From National to Individual Level,2018.0,,10.1007/s41748-018-0080-8,0.43031240343602745,[link](https://dx.doi.org/10.1007/s41748-018-0080-8),Pakistan,Asia
1302986,Climate Change Risk Perception in Taiwan: Correlation with Individual and Societal Factors,2018.0,Natural Sciences,10.3390/ijerph15010091,0.3677905594877776,[link](https://dx.doi.org/10.3390/ijerph15010091),Taiwan,Asia
3467454,Effects of time-lagged meteorological variables on attributable risk of leishmaniasis in central region of Afghanistan,2019.0,,10.1016/j.scitotenv.2019.05.401,0.9294809938241052,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.05.401),Afghanistan,Asia
3631115,"Developing a community-centred malaria early warning system based on indigenous knowledge: Gwanda District, Zimbabwe.",2016.0,,10.4102/jamba.v8i1.289,0.833126321983157,[link](https://dx.doi.org/10.4102/jamba.v8i1.289),"Gwanda, Zimbabwe",Africa
3317430,Clinical blood pressure responses to daily ambient temperature exposure in China: An analysis based on a representative nationwide population,2020.0,,10.1016/j.scitotenv.2019.135762,0.41321355476904537,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.135762),China,Asia
1675192,"The Threshold Temperature and Lag Effects on Daily Excess Mortality in Harbin, China: A Time Series Analysis",2017.0,Medical and Health Sciences,10.15171/ijoem.2017.979,0.9209666674644762,[link](https://dx.doi.org/10.15171/ijoem.2017.979),"Harbin, China",Asia
810764,Impacts of air pollutants from fire and non-fire emissions on the regional air quality in Southeast Asia,2018.0,Natural Sciences,10.5194/acp-18-6141-2018,0.4169568857246799,[link](https://dx.doi.org/10.5194/acp-18-6141-2018),Singapore,Asia
3541145,"Effects of ambient temperature on cardiovascular disease: a time-series analysis of 229288 deaths during 2009-2017 in Qingdao, China",,,10.1080/09603123.2020.1744532,0.9544170091246744,[link](https://dx.doi.org/10.1080/09603123.2020.1744532),"Qingdao, China",Asia
3380680,"Epidemiological and clinical characteristics of respiratory viral infections in children in Shanghai, China",2016.0,,10.1007/s00705-016-2866-z,0.4619238154557512,[link](https://dx.doi.org/10.1007/s00705-016-2866-z),"Shanghai, China, Jiading",Asia
916695,Indoor Environmental Factors and Occurrence of Lung Function Decline in Adult Residents in Summer in Southwest China,2016.0,Medical and Health Sciences,,0.6010550381997016,,Zunyi,Asia
613847,Mapping Physiological Suitability Limits for Malaria in Africa Under Climate Change,2015.0,Medical and Health Sciences,10.1089/vbz.2015.1822,1.0,[link](https://dx.doi.org/10.1089/vbz.2015.1822),"Uganda, Democratic Republic of Congo",Africa
3458842,Effect of environmental variables and kdr resistance genotype on survival probability and infection rates in Anopheles gambiae (s.s.),2018.0,,10.1186/s13071-018-3150-8,0.3980991746428692,[link](https://dx.doi.org/10.1186/s13071-018-3150-8),Uganda,Africa
93216,"Assessing the bio-psychosocial correlates of flood impacts in coastal areas of Lagos, Nigeria",2015.0,Social Sciences,10.1080/09640568.2013.861811,1.0,[link](https://dx.doi.org/10.1080/09640568.2013.861811),"Lagos, Nigeria",Africa
3421423,Prenatal exposure to ambient temperature variation increases the risk of common cold in children,2018.0,,10.1016/j.ecoenv.2018.02.044,0.5224859019510487,[link](https://dx.doi.org/10.1016/j.ecoenv.2018.02.044),"Changsha, China",Asia
1262243,A Direct Sensitivity Approach to Predict Hourly Ozone Resulting from Compliance with the National Ambient Air Quality Standard,2013.0,Engineering and Technology,10.1021/es303674e,0.380556396818073,[link](https://dx.doi.org/10.1021/es303674e),Detroit,North America
605927,Correlations between climatic conditions and foodborne disease,2015.0,Agricultural Sciences,10.1016/j.foodres.2014.03.023,0.4884945119434671,[link](https://dx.doi.org/10.1016/j.foodres.2014.03.023),South Korea,Asia
1492487,"Concentrations of airborne particulate matter, ammonia and carbon dioxide in large scale uninsulated loose housing cowsheds in Estonia",2013.0,Agricultural Sciences,10.1016/j.biosystemseng.2013.01.002,0.5364670941315838,[link](https://dx.doi.org/10.1016/j.biosystemseng.2013.01.002),Estonia,Europe
578308,Assessing Potential Impacts of Sea Level Rise on Public Health and Vulnerable Populations in Southeast Florida and Providing a Framework to Improve Outcomes,2016.0,Social Sciences,10.3390/su8040315,1.0,[link](https://dx.doi.org/10.3390/su8040315),Florida,North America
3317226,"Relative impact of meteorological factors and air pollutants on childhood allergic diseases in Shanghai, China",2020.0,,10.1016/j.scitotenv.2019.13597:5,0.9669032674077486,[link](https://dx.doi.org/10.1016/j.scitotenv.2019.13597:5),"Shanghai, China",Asia
1083199,Socioeconomic vulnerability and electric power restoration timelines in Florida: the case of Hurricane Irma,2018.0,Natural Sciences,10.1007/s11069-018-3413-x,0.6919452095448846,[link](https://dx.doi.org/10.1007/s11069-018-3413-x),Florida,North America
